transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000161374,2024-10-14 01:27:36,P2P,Food,98,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,Android,4G,0,1,Monday,0
TXN0000205821,2024-06-08 12:15:50,Recharge,Entertainment,2063,SUCCESS,26-35,18-25,Uttar Pradesh,PNB,Yes Bank,Android,4G,0,12,Saturday,1
TXN0000015608,2024-06-09 20:47:05,Bill Payment,Healthcare,320,SUCCESS,18-25,26-35,West Bengal,SBI,IndusInd,Android,5G,0,20,Sunday,1
TXN0000109621,2024-09-08 07:34:43,Recharge,Food,110,SUCCESS,36-45,36-45,Andhra Pradesh,HDFC,SBI,Android,5G,0,7,Sunday,1
TXN0000159499,2024-09-22 19:18:55,Bill Payment,Food,1277,SUCCESS,26-35,36-45,West Bengal,SBI,HDFC,Android,5G,0,19,Sunday,1
TXN0000107263,2024-03-05 17:08:34,P2M,Shopping,11896,SUCCESS,18-25,18-25,Gujarat,Yes Bank,PNB,Android,4G,0,17,Tuesday,0
TXN0000003358,2024-11-11 12:41:18,P2P,Transport,1741,SUCCESS,18-25,26-35,Rajasthan,HDFC,ICICI,Android,4G,0,12,Monday,0
TXN0000024266,2024-03-13 12:41:29,P2M,Grocery,591,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,Web,4G,0,12,Wednesday,0
TXN0000225709,2024-07-10 13:08:37,P2P,Grocery,2486,SUCCESS,26-35,18-25,Delhi,IndusInd,SBI,Android,WiFi,0,13,Wednesday,0
TXN0000180279,2024-12-29 10:13:36,P2M,Grocery,137,SUCCESS,26-35,18-25,Andhra Pradesh,SBI,SBI,Android,4G,0,10,Sunday,1
TXN0000118938,2024-11-04 17:26:57,Bill Payment,Entertainment,509,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,ICICI,iOS,3G,0,17,Monday,0
TXN0000193753,2024-02-16 19:40:25,Bill Payment,Shopping,1040,FAILED,36-45,36-45,Karnataka,SBI,SBI,iOS,4G,0,19,Friday,0
TXN0000193682,2024-05-04 19:52:11,P2M,Entertainment,380,FAILED,36-45,26-35,Gujarat,Axis,IndusInd,Android,4G,0,19,Saturday,1
TXN0000237588,2024-08-18 19:57:25,P2P,Other,266,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,HDFC,Android,4G,0,19,Sunday,1
TXN0000178020,2024-07-01 21:02:17,P2M,Fuel,2864,SUCCESS,18-25,56+,Gujarat,Yes Bank,HDFC,Android,3G,0,21,Monday,0
TXN0000114632,2024-04-03 12:25:44,P2P,Other,702,SUCCESS,18-25,18-25,Andhra Pradesh,ICICI,PNB,Android,4G,0,12,Wednesday,0
TXN0000113253,2024-06-04 20:17:56,P2P,Healthcare,424,SUCCESS,36-45,18-25,West Bengal,Axis,SBI,Android,4G,0,20,Tuesday,0
TXN0000167662,2024-01-30 21:57:46,P2P,Grocery,121,SUCCESS,18-25,26-35,Andhra Pradesh,Axis,SBI,Android,4G,0,21,Tuesday,0
TXN0000225345,2024-01-06 12:17:37,P2P,Food,1714,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,HDFC,Android,4G,0,12,Saturday,1
TXN0000008936,2024-11-01 17:10:36,P2P,Shopping,1025,SUCCESS,18-25,36-45,Karnataka,SBI,PNB,Android,4G,0,17,Friday,0
TXN0000004814,2024-12-03 17:37:15,P2P,Food,1124,SUCCESS,26-35,36-45,Rajasthan,Kotak,Axis,Android,4G,0,17,Tuesday,0
TXN0000175523,2024-07-13 18:52:24,P2M,Fuel,607,SUCCESS,46-55,18-25,Tamil Nadu,IndusInd,ICICI,Android,5G,0,18,Saturday,1
TXN0000240376,2024-09-07 13:14:51,P2P,Food,1704,SUCCESS,36-45,26-35,Delhi,IndusInd,SBI,Android,4G,0,13,Saturday,1
TXN0000127876,2024-12-27 17:28:45,P2M,Food,199,FAILED,26-35,26-35,Uttar Pradesh,SBI,HDFC,Android,5G,0,17,Friday,0
TXN0000093474,2024-04-16 17:52:48,Bill Payment,Food,317,SUCCESS,26-35,18-25,Gujarat,SBI,HDFC,Android,4G,0,17,Tuesday,0
TXN0000068256,2024-01-17 15:19:57,Bill Payment,Entertainment,245,SUCCESS,18-25,26-35,Karnataka,SBI,Yes Bank,Android,3G,0,15,Wednesday,0
TXN0000183492,2024-05-13 02:11:55,P2P,Utilities,1263,SUCCESS,36-45,26-35,Andhra Pradesh,IndusInd,ICICI,Android,4G,0,2,Monday,0
TXN0000151959,2024-08-18 19:47:14,P2M,Utilities,1537,SUCCESS,18-25,36-45,Uttar Pradesh,IndusInd,IndusInd,Android,4G,0,19,Sunday,1
TXN0000131617,2024-04-02 23:10:34,P2M,Other,2465,SUCCESS,36-45,46-55,Rajasthan,IndusInd,Kotak,Android,5G,0,23,Tuesday,0
TXN0000052236,2024-07-13 21:26:00,Recharge,Grocery,599,SUCCESS,18-25,36-45,Karnataka,HDFC,PNB,Android,4G,0,21,Saturday,1
TXN0000158537,2024-11-21 16:37:11,Bill Payment,Grocery,1667,SUCCESS,26-35,26-35,Andhra Pradesh,Yes Bank,HDFC,Android,5G,0,16,Thursday,0
TXN0000089354,2024-05-19 10:56:26,P2P,Shopping,91,SUCCESS,36-45,36-45,West Bengal,SBI,Kotak,Android,5G,0,10,Sunday,1
TXN0000023945,2024-06-17 13:56:05,P2P,Entertainment,441,SUCCESS,18-25,36-45,Maharashtra,PNB,HDFC,Android,4G,0,13,Monday,0
TXN0000197750,2024-07-13 12:51:27,P2M,Healthcare,136,FAILED,18-25,26-35,Karnataka,PNB,SBI,Android,4G,0,12,Saturday,1
TXN0000146695,2024-04-29 07:40:06,Bill Payment,Fuel,950,SUCCESS,18-25,36-45,Tamil Nadu,Axis,SBI,Android,4G,0,7,Monday,0
TXN0000153105,2024-02-24 20:12:00,P2P,Fuel,492,SUCCESS,46-55,36-45,Uttar Pradesh,HDFC,Yes Bank,iOS,4G,0,20,Saturday,1
TXN0000144722,2024-01-03 18:23:33,P2M,Food,402,SUCCESS,26-35,18-25,Delhi,Yes Bank,Kotak,Android,WiFi,0,18,Wednesday,0
TXN0000054281,2024-11-21 19:09:00,Bill Payment,Grocery,635,SUCCESS,36-45,46-55,Maharashtra,IndusInd,SBI,Android,5G,0,19,Thursday,0
TXN0000107212,2024-10-15 11:22:27,Bill Payment,Utilities,392,SUCCESS,18-25,18-25,Delhi,Axis,Kotak,iOS,4G,0,11,Tuesday,0
TXN0000001017,2024-06-18 14:52:15,P2P,Food,171,SUCCESS,36-45,18-25,Telangana,IndusInd,ICICI,Android,WiFi,0,14,Tuesday,0
TXN0000182554,2024-05-14 19:34:25,P2M,Grocery,392,SUCCESS,36-45,26-35,Uttar Pradesh,PNB,ICICI,iOS,4G,0,19,Tuesday,0
TXN0000207700,2024-07-02 15:24:17,Bill Payment,Healthcare,181,SUCCESS,26-35,26-35,Tamil Nadu,ICICI,Kotak,Android,4G,0,15,Tuesday,0
TXN0000018552,2024-07-14 12:51:43,P2P,Food,1804,SUCCESS,36-45,26-35,Andhra Pradesh,SBI,Yes Bank,iOS,4G,0,12,Sunday,1
TXN0000216584,2024-01-27 06:54:05,Recharge,Other,2333,SUCCESS,26-35,46-55,Telangana,Kotak,SBI,Android,4G,0,6,Saturday,1
TXN0000130936,2024-03-01 13:57:16,Bill Payment,Fuel,616,SUCCESS,46-55,46-55,Maharashtra,IndusInd,Axis,iOS,4G,0,13,Friday,0
TXN0000242071,2024-03-30 17:46:36,P2P,Fuel,709,SUCCESS,36-45,26-35,Maharashtra,HDFC,SBI,Android,5G,0,17,Saturday,1
TXN0000063943,2024-08-29 11:57:36,P2M,Other,638,SUCCESS,56+,18-25,Rajasthan,IndusInd,PNB,Android,3G,0,11,Thursday,0
TXN0000235852,2024-04-17 21:34:41,P2M,Grocery,270,SUCCESS,26-35,56+,Karnataka,Axis,SBI,Android,5G,0,21,Wednesday,0
TXN0000167937,2024-05-18 19:00:21,P2P,Grocery,1101,SUCCESS,18-25,18-25,Maharashtra,Axis,SBI,Android,5G,1,19,Saturday,1
TXN0000162614,2024-09-25 10:03:22,P2M,Utilities,1327,SUCCESS,26-35,26-35,Rajasthan,Axis,SBI,iOS,4G,0,10,Wednesday,0
TXN0000055761,2024-05-09 21:20:49,P2P,Grocery,2801,SUCCESS,26-35,36-45,Delhi,IndusInd,Kotak,Android,3G,0,21,Thursday,0
TXN0000049726,2024-10-05 21:27:32,P2P,Grocery,456,SUCCESS,26-35,46-55,Rajasthan,Axis,Yes Bank,iOS,4G,0,21,Saturday,1
TXN0000051376,2024-10-19 20:48:20,P2M,Shopping,187,SUCCESS,36-45,36-45,West Bengal,IndusInd,HDFC,Android,WiFi,0,20,Saturday,1
TXN0000146845,2024-10-07 20:47:17,P2P,Grocery,3673,SUCCESS,26-35,36-45,Maharashtra,PNB,PNB,Android,4G,0,20,Monday,0
TXN0000121299,2024-09-30 18:31:10,P2P,Fuel,3321,SUCCESS,26-35,36-45,Karnataka,IndusInd,ICICI,Android,4G,0,18,Monday,0
TXN0000138276,2024-12-03 19:28:20,Bill Payment,Other,257,SUCCESS,26-35,26-35,Tamil Nadu,Yes Bank,PNB,iOS,5G,0,19,Tuesday,0
TXN0000121347,2024-12-22 22:14:07,P2M,Shopping,1070,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,ICICI,Android,4G,0,22,Sunday,1
TXN0000081713,2024-04-18 20:18:45,P2P,Transport,650,SUCCESS,36-45,26-35,West Bengal,Axis,Axis,iOS,WiFi,0,20,Thursday,0
TXN0000034664,2024-10-06 14:17:21,P2M,Food,87,SUCCESS,36-45,36-45,Gujarat,PNB,Kotak,Android,4G,0,14,Sunday,1
TXN0000189381,2024-12-24 18:23:57,P2M,Other,712,SUCCESS,18-25,26-35,West Bengal,SBI,Yes Bank,Android,4G,0,18,Tuesday,0
TXN0000221880,2024-06-09 18:00:13,P2P,Food,84,SUCCESS,26-35,46-55,Tamil Nadu,HDFC,ICICI,iOS,5G,0,18,Sunday,1
TXN0000216091,2024-04-10 08:57:22,P2M,Shopping,2369,SUCCESS,26-35,18-25,Delhi,IndusInd,Axis,Android,4G,0,8,Wednesday,0
TXN0000036520,2024-02-21 17:58:54,P2M,Utilities,572,SUCCESS,26-35,36-45,Maharashtra,SBI,Kotak,iOS,4G,0,17,Wednesday,0
TXN0000217829,2024-01-17 17:10:24,P2P,Healthcare,434,SUCCESS,36-45,18-25,Uttar Pradesh,Kotak,SBI,iOS,4G,0,17,Wednesday,0
TXN0000167383,2024-09-19 00:25:40,P2M,Healthcare,372,SUCCESS,18-25,26-35,West Bengal,SBI,SBI,Android,4G,0,0,Thursday,0
TXN0000207203,2024-02-01 10:02:07,P2M,Shopping,4812,SUCCESS,26-35,36-45,West Bengal,ICICI,Axis,iOS,4G,0,10,Thursday,0
TXN0000085187,2024-06-23 12:20:41,P2P,Fuel,4156,SUCCESS,36-45,36-45,Uttar Pradesh,IndusInd,Axis,Android,4G,0,12,Sunday,1
TXN0000111359,2024-09-27 17:01:27,P2M,Transport,804,SUCCESS,26-35,36-45,Maharashtra,ICICI,IndusInd,Android,4G,0,17,Friday,0
TXN0000173509,2024-10-23 05:28:21,P2M,Education,3213,SUCCESS,56+,26-35,Karnataka,SBI,ICICI,Android,4G,0,5,Wednesday,0
TXN0000109079,2024-01-13 16:21:27,P2P,Grocery,174,SUCCESS,26-35,18-25,Rajasthan,PNB,SBI,Android,4G,0,16,Saturday,1
TXN0000158824,2024-06-05 15:16:14,P2P,Grocery,961,SUCCESS,36-45,18-25,Gujarat,ICICI,Yes Bank,Android,WiFi,0,15,Wednesday,0
TXN0000163873,2024-04-29 17:34:28,Bill Payment,Food,261,SUCCESS,36-45,18-25,Delhi,ICICI,ICICI,iOS,4G,0,17,Monday,0
TXN0000071868,2024-08-05 16:11:17,Recharge,Grocery,381,SUCCESS,36-45,46-55,Tamil Nadu,HDFC,ICICI,Android,5G,0,16,Monday,0
TXN0000032772,2024-10-22 22:21:23,P2P,Grocery,2446,SUCCESS,26-35,36-45,Tamil Nadu,ICICI,SBI,Android,4G,0,22,Tuesday,0
TXN0000131369,2024-12-21 11:06:41,P2P,Utilities,2909,SUCCESS,26-35,36-45,Delhi,HDFC,SBI,Android,4G,0,11,Saturday,1
TXN0000124678,2024-10-24 16:37:37,P2P,Grocery,346,SUCCESS,26-35,26-35,Telangana,ICICI,Axis,Android,WiFi,0,16,Thursday,0
TXN0000235559,2024-08-02 08:11:25,Bill Payment,Other,384,SUCCESS,36-45,26-35,Maharashtra,Axis,SBI,Android,4G,0,8,Friday,0
TXN0000209146,2024-02-17 12:38:05,Bill Payment,Fuel,2959,SUCCESS,18-25,36-45,Rajasthan,HDFC,HDFC,iOS,5G,0,12,Saturday,1
TXN0000053132,2024-05-27 23:19:57,P2P,Grocery,870,SUCCESS,26-35,18-25,Maharashtra,IndusInd,ICICI,iOS,4G,0,23,Monday,0
TXN0000060630,2024-10-25 21:07:37,Recharge,Other,428,SUCCESS,18-25,36-45,Delhi,IndusInd,SBI,Android,4G,0,21,Friday,0
TXN0000138591,2024-03-11 12:33:13,Bill Payment,Grocery,2969,SUCCESS,46-55,26-35,Andhra Pradesh,Axis,SBI,Android,4G,0,12,Monday,0
TXN0000128100,2024-02-15 22:46:27,Recharge,Food,376,SUCCESS,26-35,56+,Telangana,HDFC,SBI,iOS,5G,0,22,Thursday,0
TXN0000211573,2024-12-15 19:46:28,P2P,Other,683,SUCCESS,26-35,36-45,Tamil Nadu,SBI,HDFC,Android,4G,0,19,Sunday,1
TXN0000208761,2024-02-08 13:11:55,P2P,Grocery,142,SUCCESS,18-25,26-35,Maharashtra,HDFC,ICICI,Android,4G,0,13,Thursday,0
TXN0000107998,2024-02-18 12:50:58,P2P,Grocery,1312,SUCCESS,26-35,36-45,Delhi,PNB,IndusInd,Android,5G,0,12,Sunday,1
TXN0000138399,2024-11-17 19:34:48,P2M,Grocery,1966,SUCCESS,56+,18-25,Uttar Pradesh,PNB,Axis,Android,5G,0,19,Sunday,1
TXN0000169890,2024-05-05 21:18:19,Bill Payment,Entertainment,196,SUCCESS,26-35,56+,Andhra Pradesh,Yes Bank,SBI,Android,4G,0,21,Sunday,1
TXN0000029565,2024-06-22 19:44:14,P2P,Education,6622,SUCCESS,26-35,26-35,Telangana,IndusInd,SBI,Android,4G,0,19,Saturday,1
TXN0000196785,2024-04-26 17:12:20,Bill Payment,Entertainment,423,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,ICICI,Android,4G,0,17,Friday,0
TXN0000070416,2024-08-01 11:58:36,P2P,Grocery,271,SUCCESS,46-55,36-45,Maharashtra,SBI,Kotak,Android,WiFi,0,11,Thursday,0
TXN0000165962,2024-01-08 17:56:33,Recharge,Utilities,1733,SUCCESS,18-25,18-25,Uttar Pradesh,IndusInd,IndusInd,Android,4G,0,17,Monday,0
TXN0000001691,2024-01-16 00:15:33,P2M,Utilities,1509,FAILED,26-35,18-25,Uttar Pradesh,IndusInd,SBI,iOS,4G,0,0,Tuesday,0
TXN0000096466,2024-05-03 16:03:52,Bill Payment,Grocery,251,SUCCESS,26-35,26-35,Telangana,Axis,PNB,Android,4G,0,16,Friday,0
TXN0000002168,2024-07-28 22:12:00,P2M,Grocery,1028,SUCCESS,26-35,18-25,Telangana,IndusInd,SBI,Android,4G,0,22,Sunday,1
TXN0000013541,2024-09-22 13:47:48,Bill Payment,Fuel,2119,FAILED,26-35,26-35,Karnataka,SBI,Yes Bank,Android,4G,0,13,Sunday,1
TXN0000167029,2024-06-16 16:18:46,P2M,Transport,72,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,HDFC,Android,4G,0,16,Sunday,1
TXN0000101710,2024-04-25 18:38:37,P2P,Grocery,286,SUCCESS,18-25,46-55,Tamil Nadu,HDFC,Axis,Android,4G,0,18,Thursday,0
TXN0000061020,2024-10-21 07:31:27,P2M,Food,66,SUCCESS,36-45,26-35,Maharashtra,ICICI,SBI,iOS,5G,0,7,Monday,0
TXN0000243998,2024-07-02 17:53:36,Recharge,Grocery,1542,SUCCESS,46-55,18-25,West Bengal,IndusInd,SBI,iOS,4G,0,17,Tuesday,0
TXN0000166875,2024-06-29 14:22:54,P2P,Shopping,6946,SUCCESS,18-25,26-35,Telangana,PNB,Axis,Android,5G,0,14,Saturday,1
TXN0000185881,2024-03-28 18:17:57,P2P,Utilities,907,SUCCESS,46-55,18-25,Tamil Nadu,Axis,SBI,Android,3G,0,18,Thursday,0
TXN0000012593,2024-10-16 21:21:58,P2M,Shopping,497,SUCCESS,18-25,56+,Karnataka,HDFC,ICICI,Android,4G,0,21,Wednesday,0
TXN0000225933,2024-12-02 11:12:49,Recharge,Utilities,5789,SUCCESS,36-45,26-35,Gujarat,SBI,SBI,Android,4G,0,11,Monday,0
TXN0000006767,2024-07-12 21:29:20,P2M,Other,304,SUCCESS,36-45,26-35,Telangana,ICICI,ICICI,Android,5G,0,21,Friday,0
TXN0000084202,2024-12-08 09:31:01,P2P,Grocery,1639,FAILED,18-25,18-25,Maharashtra,PNB,SBI,Android,3G,0,9,Sunday,1
TXN0000056965,2024-11-27 09:11:19,Bill Payment,Utilities,8904,SUCCESS,26-35,26-35,Karnataka,SBI,IndusInd,Android,4G,0,9,Wednesday,0
TXN0000179560,2024-04-28 07:15:55,P2P,Grocery,1211,SUCCESS,18-25,26-35,Tamil Nadu,PNB,Axis,iOS,WiFi,0,7,Sunday,1
TXN0000142208,2024-06-28 22:14:21,P2M,Food,76,SUCCESS,46-55,26-35,Karnataka,ICICI,Kotak,Android,4G,0,22,Friday,0
TXN0000138531,2024-07-22 16:02:16,P2M,Food,64,SUCCESS,36-45,26-35,Maharashtra,Axis,Kotak,Android,4G,0,16,Monday,0
TXN0000142956,2024-10-21 14:39:39,Bill Payment,Fuel,1233,SUCCESS,26-35,26-35,Uttar Pradesh,IndusInd,Kotak,Android,4G,0,14,Monday,0
TXN0000024111,2024-04-15 18:47:08,P2M,Food,316,SUCCESS,36-45,36-45,Delhi,SBI,SBI,Android,4G,0,18,Monday,0
TXN0000012396,2024-02-08 17:12:42,P2P,Other,440,FAILED,26-35,18-25,Rajasthan,SBI,ICICI,Android,4G,0,17,Thursday,0
TXN0000106069,2024-06-22 17:19:38,Bill Payment,Food,263,SUCCESS,26-35,26-35,Tamil Nadu,Yes Bank,PNB,Android,5G,0,17,Saturday,1
TXN0000200834,2024-03-04 16:00:33,P2M,Grocery,3391,SUCCESS,36-45,18-25,Maharashtra,HDFC,HDFC,iOS,4G,0,16,Monday,0
TXN0000157056,2024-11-16 11:20:48,Recharge,Utilities,3639,SUCCESS,26-35,18-25,Maharashtra,Kotak,HDFC,Android,3G,0,11,Saturday,1
TXN0000033012,2024-09-14 12:39:54,Recharge,Shopping,1585,FAILED,26-35,56+,Telangana,ICICI,HDFC,Android,5G,0,12,Saturday,1
TXN0000147986,2024-03-02 09:36:45,P2M,Transport,372,SUCCESS,26-35,36-45,Telangana,Axis,SBI,Android,5G,0,9,Saturday,1
TXN0000090153,2024-02-11 23:40:46,P2M,Healthcare,1945,SUCCESS,36-45,18-25,Delhi,IndusInd,SBI,Android,4G,0,23,Sunday,1
TXN0000060494,2024-11-08 16:43:31,P2P,Grocery,1861,SUCCESS,36-45,26-35,Delhi,SBI,SBI,iOS,4G,0,16,Friday,0
TXN0000052475,2024-02-24 11:11:54,P2P,Food,133,SUCCESS,18-25,18-25,Maharashtra,IndusInd,Yes Bank,Android,5G,0,11,Saturday,1
TXN0000091403,2024-12-29 18:27:07,P2P,Utilities,6204,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,Kotak,Android,4G,0,18,Sunday,1
TXN0000048750,2024-09-27 20:13:19,P2P,Shopping,779,SUCCESS,18-25,26-35,Telangana,Axis,PNB,Android,WiFi,0,20,Friday,0
TXN0000084078,2024-07-28 17:23:46,P2P,Other,1500,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,SBI,Android,5G,0,17,Sunday,1
TXN0000001705,2024-10-07 17:33:19,P2P,Shopping,3457,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,IndusInd,Android,4G,0,17,Monday,0
TXN0000184705,2024-02-05 19:24:00,P2P,Entertainment,117,SUCCESS,26-35,18-25,West Bengal,HDFC,ICICI,Android,4G,0,19,Monday,0
TXN0000042892,2024-07-05 10:32:43,P2M,Other,858,SUCCESS,36-45,26-35,Tamil Nadu,HDFC,Axis,Android,4G,0,10,Friday,0
TXN0000095379,2024-03-06 13:07:13,P2M,Entertainment,353,SUCCESS,26-35,36-45,Andhra Pradesh,Kotak,Yes Bank,Android,5G,0,13,Wednesday,0
TXN0000154837,2024-10-18 21:18:02,P2P,Food,207,SUCCESS,46-55,26-35,West Bengal,Yes Bank,Yes Bank,Android,WiFi,0,21,Friday,0
TXN0000085871,2024-11-16 20:04:52,P2M,Healthcare,1542,SUCCESS,26-35,56+,West Bengal,ICICI,HDFC,Android,4G,0,20,Saturday,1
TXN0000060070,2024-05-19 04:22:24,P2P,Shopping,1138,SUCCESS,26-35,18-25,Gujarat,Kotak,ICICI,Android,4G,0,4,Sunday,1
TXN0000037750,2024-01-27 11:34:36,P2M,Food,333,SUCCESS,26-35,46-55,Karnataka,SBI,Yes Bank,Android,4G,0,11,Saturday,1
TXN0000215638,2024-01-03 00:42:56,P2M,Other,269,FAILED,26-35,26-35,Andhra Pradesh,Kotak,HDFC,iOS,4G,0,0,Wednesday,0
TXN0000234152,2024-06-21 21:23:40,P2M,Healthcare,337,SUCCESS,18-25,18-25,Rajasthan,SBI,HDFC,iOS,4G,0,21,Friday,0
TXN0000026385,2024-02-09 21:16:09,P2M,Food,1235,SUCCESS,18-25,18-25,Rajasthan,Axis,PNB,Android,4G,0,21,Friday,0
TXN0000145359,2024-01-25 15:16:20,Recharge,Healthcare,304,SUCCESS,26-35,26-35,West Bengal,Yes Bank,Yes Bank,Android,5G,0,15,Thursday,0
TXN0000080373,2024-06-13 07:29:42,P2M,Education,7183,SUCCESS,36-45,56+,Tamil Nadu,SBI,HDFC,Android,4G,0,7,Thursday,0
TXN0000212533,2024-05-16 15:36:42,Bill Payment,Shopping,1533,SUCCESS,56+,18-25,Uttar Pradesh,ICICI,SBI,iOS,5G,0,15,Thursday,0
TXN0000131010,2024-04-12 16:30:11,P2M,Shopping,2273,SUCCESS,18-25,26-35,West Bengal,Yes Bank,HDFC,Android,4G,0,16,Friday,0
TXN0000045280,2024-06-24 18:51:22,P2M,Entertainment,1068,SUCCESS,18-25,26-35,Gujarat,SBI,SBI,Android,4G,0,18,Monday,0
TXN0000154070,2024-02-23 19:34:01,P2M,Utilities,900,SUCCESS,18-25,26-35,Rajasthan,SBI,SBI,iOS,4G,0,19,Friday,0
TXN0000088316,2024-08-20 13:08:14,P2P,Grocery,406,SUCCESS,26-35,36-45,Gujarat,Kotak,Yes Bank,Android,4G,0,13,Tuesday,0
TXN0000047507,2024-07-24 22:29:31,P2P,Shopping,420,SUCCESS,36-45,18-25,Telangana,Axis,Yes Bank,Android,5G,0,22,Wednesday,0
TXN0000085292,2024-04-30 20:35:45,P2P,Fuel,403,SUCCESS,26-35,26-35,Tamil Nadu,PNB,ICICI,Android,4G,0,20,Tuesday,0
TXN0000193032,2024-07-01 20:15:06,Bill Payment,Food,73,SUCCESS,36-45,36-45,Karnataka,Kotak,Yes Bank,Android,4G,0,20,Monday,0
TXN0000140676,2024-06-25 19:37:36,Recharge,Healthcare,279,SUCCESS,46-55,26-35,Rajasthan,PNB,PNB,Android,4G,0,19,Tuesday,0
TXN0000029436,2024-07-04 21:21:10,P2P,Utilities,413,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,HDFC,Android,4G,0,21,Thursday,0
TXN0000035169,2024-08-11 13:06:12,P2M,Entertainment,496,SUCCESS,26-35,18-25,Delhi,Kotak,Axis,Android,4G,0,13,Sunday,1
TXN0000193265,2024-02-13 11:08:57,Bill Payment,Education,16212,SUCCESS,36-45,18-25,Tamil Nadu,Axis,SBI,Android,5G,0,11,Tuesday,0
TXN0000188478,2024-09-24 17:25:12,P2P,Utilities,1781,SUCCESS,36-45,18-25,Maharashtra,HDFC,PNB,iOS,5G,0,17,Tuesday,0
TXN0000107782,2024-11-20 02:17:59,P2P,Healthcare,685,SUCCESS,46-55,18-25,Maharashtra,SBI,IndusInd,Android,4G,0,2,Wednesday,0
TXN0000000492,2024-03-13 07:00:43,Bill Payment,Utilities,1605,SUCCESS,18-25,26-35,Karnataka,Axis,SBI,Android,5G,0,7,Wednesday,0
TXN0000001570,2024-06-13 12:59:57,P2M,Utilities,475,SUCCESS,36-45,56+,Telangana,Yes Bank,SBI,Android,4G,0,12,Thursday,0
TXN0000036220,2024-12-16 08:44:34,P2P,Entertainment,126,SUCCESS,36-45,18-25,Rajasthan,IndusInd,SBI,Android,4G,0,8,Monday,0
TXN0000246337,2024-07-17 13:36:53,P2P,Healthcare,326,SUCCESS,18-25,46-55,Maharashtra,Yes Bank,PNB,Android,4G,0,13,Wednesday,0
TXN0000192492,2024-06-26 18:04:12,P2P,Fuel,390,SUCCESS,26-35,18-25,Rajasthan,HDFC,Yes Bank,Android,4G,0,18,Wednesday,0
TXN0000245079,2024-02-27 08:03:30,P2P,Utilities,205,SUCCESS,26-35,46-55,Telangana,SBI,HDFC,Android,4G,0,8,Tuesday,0
TXN0000236436,2024-08-28 16:18:38,P2M,Food,334,SUCCESS,36-45,36-45,Telangana,IndusInd,PNB,Android,4G,0,16,Wednesday,0
TXN0000088582,2024-01-02 21:04:46,P2M,Shopping,4887,SUCCESS,46-55,26-35,Rajasthan,ICICI,ICICI,Web,4G,0,21,Tuesday,0
TXN0000086413,2024-12-28 10:24:43,P2M,Food,855,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,HDFC,Android,WiFi,0,10,Saturday,1
TXN0000191284,2024-04-01 09:39:32,Bill Payment,Food,802,SUCCESS,36-45,46-55,Andhra Pradesh,SBI,PNB,Android,4G,0,9,Monday,0
TXN0000220232,2024-10-03 16:18:41,Bill Payment,Other,202,SUCCESS,26-35,18-25,Telangana,IndusInd,IndusInd,Android,4G,0,16,Thursday,0
TXN0000109253,2024-01-10 05:01:07,P2P,Grocery,1797,SUCCESS,26-35,18-25,Rajasthan,SBI,Kotak,Android,4G,0,5,Wednesday,0
TXN0000121789,2024-03-06 17:22:24,P2M,Utilities,174,SUCCESS,18-25,26-35,Telangana,Axis,PNB,Android,4G,0,17,Wednesday,0
TXN0000114234,2024-11-12 17:46:08,P2M,Grocery,779,SUCCESS,26-35,18-25,Karnataka,SBI,HDFC,Android,4G,0,17,Tuesday,0
TXN0000174326,2024-06-08 03:45:49,P2P,Grocery,2259,SUCCESS,26-35,18-25,Delhi,IndusInd,HDFC,iOS,5G,0,3,Saturday,1
TXN0000208831,2024-06-04 16:14:07,P2M,Fuel,561,SUCCESS,26-35,36-45,Tamil Nadu,PNB,Yes Bank,Android,4G,0,16,Tuesday,0
TXN0000096305,2024-08-12 07:21:00,P2P,Food,396,SUCCESS,36-45,36-45,Maharashtra,Axis,SBI,Android,5G,0,7,Monday,0
TXN0000078870,2024-11-25 14:29:47,P2M,Utilities,78,SUCCESS,18-25,26-35,Maharashtra,SBI,IndusInd,iOS,WiFi,0,14,Monday,0
TXN0000015010,2024-03-27 20:18:55,P2P,Entertainment,155,SUCCESS,26-35,18-25,Maharashtra,IndusInd,Kotak,Android,4G,0,20,Wednesday,0
TXN0000167948,2024-10-15 11:06:10,P2M,Grocery,742,SUCCESS,26-35,36-45,Delhi,Kotak,Kotak,Android,4G,0,11,Tuesday,0
